name,SI,isocode,malaria_index,meanrh,meantemp,itx,r,prop_tropics,coast,river,meanalt,city1800,lat,lon,province,N,tse,perturb_TSI1,perturb_TSI2,abslat,slavery_indigenous,intensive,plow,animals,central,female_ag,optimum,ln_popd_murdock,gathering,hunting,fishing,husbandry,agriculture
"BOROROFUL",0.645247757434845,"NGA",25.1734294891357,44.935920715332,27.9156494140625,1254.41540527344,0.363986968994141,1,0,1,0.201493605971336,0,13,5,55,8.52151203155518,-0.317635804414749,-0.936460018157959,0.647977828979492,13,1,0,0,1,0,NA,0,NA,0,0,0,8,2
"BORROM",0.800734400749207,"NGA",24.8701496124268,51.5859489440918,26.0379199981689,1343.19079589844,0.472110271453857,1,0,0,0.0130425104871392,0,10,10,13,10.4925909042358,0.33035084605217,0.525105953216553,0.831035912036896,10,1,1,0,0,NA,NA,0,2.10519504547119,1,0,0,2,7
"BOZO",0.578282535076141,"MLI",34.0829696655273,36.6020393371582,29.0277309417725,1062.47412109375,0.26731550693512,1,0,1,0.0807690098881722,0,14,-5,11,6.65682744979858,-0.930645644664764,-2.31001257896423,0.384212732315063,14,1,1,0,0,0,0,0,1.01350390911102,1,0,6,0,3
"BUBI",0.37098902463913,"GNQ",0,82.5015029907227,24.770149230957,2043.57458496094,0.670621454715729,1,1,0,0.0657052099704742,0,4,9,35,13.8940849304199,1.44858241081238,-0.235162243247032,-0.0569322481751442,4,1,0,0,0,1,NA,1,1.60419631004334,0,1,1,1,7
"BUDJA",0.775605380535126,"COD",18.2237796783447,71.605827331543,25.661600112915,1837.52014160156,0.588802695274353,1,0,0,0.424063593149185,0,3,23,36,12.520562171936,0.997040688991547,1.50867247581482,1.28959631919861,3,1,NA,NA,NA,NA,NA,1,NA,0,0,2,1,7
"BUDU",0.794957399368286,"COD",12.2596998214722,75.3047485351563,23.3972396850586,1761.92321777344,0.630682468414307,1,0,0,0.169728308916092,0,2,28,36,13.2280731201172,1.22963297367096,0.112117163836956,-0.349848806858063,2,1,0,0,0,0,1,1,NA,0,3,0,0,7
"BUDUMA",0,"TCD",22.5869903564453,30.1067199707031,28.9279594421387,870.925964355469,0.254012823104858,1,0,1,0.133323892951012,0,13,15,17,6.39046573638916,-1.01821136474609,-2.42858529090881,0.303434163331985,13,1,0,0,1,0,NA,0,0.997537612915039,1,0,4,4,1
"BUEM",0.604686975479126,"TGO",20.4667892456055,68.1271362304688,25.8933696746826,1764.04113769531,0.562649846076965,1,0,0,0.106594301760197,0,3,1,32,12.0736494064331,0.850119411945343,1.25365519523621,1.21189117431641,3,1,0,0,0,0,NA,1,1.41940975189209,0,2,1,1,6
"BUILSA",0.749504566192627,"GHA",29.5039691925049,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,1,0.0751868933439255,0,11,-2,12,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,11,1,0,0,1,0,NA,0,3.10850596427917,0,0,0,3,7
"BUNDA",0.622354805469513,"COD",17.287670135498,63.7697715759277,25.8763999938965,1650.13208007813,0.538600206375122,1,0,0,0.397516816854477,0,-5,19,38,11.6589975357056,0.713803768157959,1.07854998111725,1.10302329063416,5,1,0,0,0,1,1,1,NA,0,1,1,1,7
"BURA",0.573542773723602,"NGA",20.3279304504395,47.3174095153809,26.9206295013428,1273.814453125,0.420960068702698,1,0,0,0.184545308351517,0,10,12,13,9.57283782958984,0.0279845949262381,-0.14030459523201,0.743906140327454,10,1,1,0,1,0,NA,0,2.77586126327515,0,0,1,3,6
"BURGI",0.364423990249634,"KEN",11.6322002410889,55.0229759216309,23.8940944671631,1314.72424316406,0.5265873670578,1,0,1,0.786916315555573,0,5,38,42,11.450496673584,0.6452596783638,0.00814921967685223,-0.229338020086288,5,1,1,0,1,NA,0,1,NA,0,1,0,2,7
"BUYE",0.642255306243896,"COD",10.764820098877,61.3052215576172,23.7586994171143,1456.53234863281,0.557228088378906,1,0,1,0.816033840179443,0,-7,28,38,11.9804849624634,0.819491863250732,0.0388690046966076,-0.260484725236893,7,1,0,0,0,1,1,1,NA,1,1,1,1,6
"BWAKA",0.773684859275818,"COD",18.7172107696533,66.2775344848633,25.6149806976318,1697.69775390625,0.55913382768631,1,0,1,0.170798406004906,0,3,19,29,12.0132522583008,0.83026397228241,1.30256271362305,1.15188992023468,3,1,0,0,0,0,1,1,1.16618323326111,0,0,0,1,9
"CHAAMBA",0.0919539928436279,"DZA",0,29.5446681976318,23.8144340515137,703.589538574219,0.426201224327087,0,0,0,0.161136090755463,0,32,3,52,9.66806888580322,0.0592915378510952,0.026441702619195,-0.247512474656105,32,1,1,0,1,1,NA,0,-2.30148267745972,0,1,0,7,2
"CHAGGA",0.401912093162537,"TZA",0.140273004770279,73.100456237793,21.3151798248291,1558.1494140625,0.287108957767487,1,0,0,0.0349821411073208,0,-3,37,44,7.04831647872925,-0.801944732666016,0.293956875801086,-1.07253241539001,3,0,1,0,1,0,0,0,NA,0,1,0,3,6
"CHAMBA",0.552826523780823,"NGA",20.4680995941162,57.8483009338379,24.5538196563721,1420.39672851563,0.534256458282471,1,0,0,0.549720823764801,0,8,11,13,11.5837135314941,0.689054369926453,-0.167761102318764,-0.0949342101812363,8,1,0,0,0,0,NA,1,0.706151187419891,0,1,1,2,6
"CHAWAI",0.350888967514038,"NGA",11.4649200439453,56.481819152832,25.5813999176025,1444.88403320313,0.508342862129211,1,0,1,0.613859295845032,0,10,9,13,11.132004737854,0.540556371212006,0.931002736091614,0.919960558414459,10,1,0,0,0,0,NA,0,2.20658850669861,0,1,0,2,7
"CHEWA",0.630248188972473,"MWI",7.87740898132324,60.5853691101074,21.9018096923828,1326.92919921875,0.307078719139099,1,0,1,0.809724509716034,0,-14,33,38,7.43785619735718,-0.673884630203247,0.283442616462708,-0.827126026153564,14,1,0,0,1,1,1,0,2.09665822982788,1,2,1,1,5
"CHIGA",0.250433802604675,"UGA",0,62.8284301757813,21.0262794494629,1321.04809570313,0.275807321071625,1,0,1,0.0915979743003845,0,-3,30,45,6.82547092437744,-0.875204563140869,0.287494093179703,-1.20984816551209,3,1,0,0,1,0,1,0,3.09791016578674,0,2,0,2,6
"CHOKWE",0.447602450847626,"AGO",6.26417207717896,56.4873733520508,23.1770496368408,1309.21069335938,0.533856272697449,1,0,1,1.05639290809631,0,-10,21,38,11.576771736145,0.686772227287292,0.150564014911652,-0.408864498138428,10,1,0,0,0,1,1,1,NA,0,3,1,1,5
"CHOPI",0.625630259513855,"MOZ",10.1893100738525,72.5482330322266,23.9049301147461,1734.26049804688,0.616072416305542,0.081710159778595,1,1,0.00388065190054476,0,-25,35,49,12.9823522567749,1.14885294437408,0.00561251537874341,-0.226899117231369,25,NA,NA,NA,NA,NA,NA,1,NA,0,1,1,2,6
"CONIAGUI",0.573302507400513,"SEN",22.9592704772949,45.058349609375,28.1072807312012,1266.46765136719,0.354204177856445,1,0,0,0.0235171001404524,0,13,-13,34,8.33778953552246,-0.378034055233002,-1.08758056163788,0.634905338287354,13,0,0,0,1,0,0,0,1.72460007667542,2,1,0,1,6
"DAGARI",0.657015204429626,"GHA",26.205530166626,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,1,0.151603609323502,0,11,-3,12,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,11,1,0,0,1,0,0,0,2.89086484909058,0,0,0,3,7
"DAGOMBA",0.627247214317322,"GHA",27.3101501464844,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,1,0.11449770629406,1,9,0,12,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,9,1,0,0,0,1,NA,0,2.1045458316803,0,0,0,2,8
"DAKA",0.741676688194275,"NGA",26.7050495147705,57.8483009338379,24.5538196563721,1420.39672851563,0.534256458282471,1,0,0,0.0537551380693913,0,8,11,13,11.5837135314941,0.689054369926453,-0.167761102318764,-0.0949342101812363,8,1,0,0,0,0,NA,1,0.768480956554413,0,0,0,2,8
"DAKAKARI",0.77108097076416,"NGA",20.3674907684326,47.0351791381836,26.9141807556152,1265.91333007813,0.419987738132477,1,0,0,0.194569200277328,0,12,5,51,9.55514526367188,0.0221682135015726,-0.146377190947533,0.738380551338196,12,1,0,0,0,0,0,0,1.86729407310486,1,1,0,2,6
"DAN",0.551951050758362,"CIV",17.6354904174805,68.1271362304688,25.8933696746826,1764.04113769531,0.562649846076965,1,0,1,0.383371621370316,0,8,8,33,12.0736494064331,0.850119411945343,1.25365519523621,1.21189117431641,8,1,0,0,0,0,NA,1,2.73192548751831,1,1,0,1,7
"DARASA",0.460366725921631,"ETH",0.214182004332542,69.3915176391602,18.5061092376709,1284.1669921875,0.136159300804138,1,0,1,1.15387094020844,0,6,38,25,3.88048338890076,-1.8433610200882,-0.100778348743916,-1.87043011188507,6,NA,1,0,1,1,0,0,2.69174075126648,0,1,0,2,7
"DAZA",0.0949886441230774,"NER",3.88100695610046,25.9818344116211,28.9571151733398,752.358947753906,0.241874396800995,1,0,0,0.34859561920166,1,17,18,16,6.14497184753418,-1.09891676902771,-2.60286331176758,0.25014254450798,17,1,1,0,1,0,NA,0,-2.18137049674988,1,1,0,4,4
"DERA",0.452501773834229,"NGA",20.9836292266846,47.3174095153809,26.9206295013428,1273.814453125,0.420960068702698,1,0,0,0.0996524393558502,0,10,12,13,9.57283782958984,0.0279845949262381,-0.14030459523201,0.743906140327454,10,NA,1,0,1,0,NA,0,1.88980448246002,0,0,0,2,8
"DIAN",0.689750969409943,"BFA",29.6873302459717,45.058349609375,28.1072807312012,1266.46765136719,0.354204177856445,1,0,0,0.0298114493489265,0,11,-3,12,8.33778953552246,-0.378034055233002,-1.08758056163788,0.634905338287354,11,1,0,0,1,NA,NA,0,1.5774210691452,1,0,0,3,6
"DIDINGA",0.391196489334106,"SDN",10.5189399719238,48.360279083252,26.9329605102539,1302.48547363281,0.425078392028809,1,0,0,0.343949109315872,0,4,34,43,9.64768695831299,0.0525910370051861,-0.110159665346146,0.764791548252106,4,1,0,0,1,1,1,0,0.0756911039352417,0,2,0,4,4
"DIGO",0.64174747467041,"KEN",18.000659942627,70.9663925170898,25.5221405029297,1811.21423339844,0.588126361370087,1,0,0,0.104045800864697,0,-4,39,39,12.5090551376343,0.993257820606232,1.54076683521271,1.26451110839844,4,1,0,0,0,0,1,1,2.98935413360596,0,1,2,1,6
"DILLING",0.551620960235596,"SDN",24.8111305236816,41.6980590820313,27.2657108306885,1136.92724609375,0.382565975189209,1,0,0,0.418841600418091,0,12,30,19,8.86774253845215,-0.203813508152962,-0.567528009414673,0.62477833032608,12,1,1,0,1,0,0,0,0.260635584592819,1,1,0,3,5
"DIME",0.410279512405396,"ETH",0.641290009021759,69.3915176391602,18.5061092376709,1284.1669921875,0.136159300804138,1,0,1,0.887731611728668,0,6,36,23,3.88048338890076,-1.8433610200882,-0.100778348743916,-1.87043011188507,6,1,1,0,1,0,NA,0,0.113139465451241,0,1,0,3,6
"DINKA",0.801691949367523,"SDN",29.3840408325195,45.964973449707,28.4764213562012,1308.91796875,0.337025165557861,1,0,1,0.377208411693573,0,9,29,43,8.01268100738525,-0.484912574291229,-1.37210118770599,0.617400944232941,9,1,0,0,1,0,0,0,1.21645259857178,0,1,1,5,3
"DIOLA",0.669211864471436,"SEN",8.43023014068604,36.6020393371582,29.0277309417725,1062.47412109375,0.26731550693512,1,1,0,0.000998785020783544,0,12,-17,34,6.65682744979858,-0.930645644664764,-2.31001257896423,0.384212732315063,12,0,0,0,1,0,1,0,2.84082818031311,1,0,3,2,4
"DIULA",0.632549166679382,"CIV",23.70924949646,68.1271362304688,25.8933696746826,1764.04113769531,0.562649846076965,1,0,1,0.0960152447223663,0,9,-4,12,12.0736494064331,0.850119411945343,1.25365519523621,1.21189117431641,9,1,0,0,0,0,0,1,3.44115805625916,1,1,0,1,7
"DJAFUN",0.485440671443939,"CMR",15.0174198150635,54.0826606750488,25.1138706207275,1358.22497558594,0.507125973701477,1,0,0,0.0389655418694019,0,8,13,28,11.1106805801392,0.533546090126038,1.05001831054688,0.837721824645996,8,1,0,0,1,NA,1,0,NA,0,0,0,9,1
"DOGON",0.381015360355377,"MLI",33.5399017333984,36.6020393371582,29.0277309417725,1062.47412109375,0.26731550693512,1,0,0,0.284920901060104,0,15,-3,12,6.65682744979858,-0.930645644664764,-2.31001257896423,0.384212732315063,15,1,1,0,1,0,0,0,2.18615818023682,2,0,0,2,6
"DOROBO",0.575587272644043,"KEN",0,65.7626571655273,19.264139175415,1266.86096191406,0.185910701751709,1,0,0,0.267820090055466,0,0,36,10,4.9784197807312,-1.48241746425629,0.0800100043416023,-1.87043011188507,0,0,0,0,0,0,1,0,-1.04514682292938,4,6,0,0,0
"DOROSIE",0.512957215309143,"BFA",28.190990447998,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,0,0.185029700398445,0,11,-4,12,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,11,1,0,0,1,0,NA,0,0.772367238998413,1,0,0,3,6
"DORSE",0.410279512405396,"ETH",0.641290009021759,69.3915176391602,18.5061092376709,1284.1669921875,0.136159300804138,1,0,1,0.887731611728668,0,6,38,23,3.88048338890076,-1.8433610200882,-0.100778348743916,-1.87043011188507,6,1,1,0,1,1,1,0,NA,0,0,0,2,8
"DRAWA",0.108495056629181,"MAR",0.0233759991824627,26.3903198242188,23.9716892242432,632.620544433594,0.415132462978363,0,0,0,1.00898194313049,0,31,-7,15,9.46667194366455,-0.00691714230924845,-0.0102716684341431,-0.212046280503273,31,1,NA,NA,NA,NA,NA,0,2.3192937374115,0,0,2,2,6
"DUALA",0.408824265003204,"CMR",6.78803014755249,83.9585113525391,23.1918296813965,1947.15148925781,0.679171442985535,1,1,1,0.0018326339777559,0,4,10,35,14.0356178283691,1.49511098861694,0.148128852248192,-0.404791563749313,4,1,0,0,0,1,1,0,2.42007875442505,0,0,3,1,6
"DURUMA",0.750287353992462,"KEN",23.2387008666992,70.9663925170898,25.5221405029297,1811.21423339844,0.588126361370087,1,0,0,0.0522965826094151,0,-4,39,39,12.5090551376343,0.993257820606232,1.54076683521271,1.26451110839844,4,1,NA,NA,NA,NA,1,1,2.66340303421021,0,1,0,3,6
"DZEM",0.730423808097839,"CMR",14.2206897735596,75.6652374267578,23.3549709320068,1767.15942382813,0.632477939128876,1,0,1,0.543040990829468,0,3,14,36,13.2581920623779,1.23953449726105,0.119857661426067,-0.360903650522232,3,1,0,0,0,0,NA,1,-0.726587533950806,0,1,1,1,7
"DZING",0.500574707984924,"COD",19.6244106292725,63.7697715759277,25.8763999938965,1650.13208007813,0.538600206375122,1,0,1,0.0664559453725815,0,-4,20,38,11.6589975357056,0.713803768157959,1.07854998111725,1.10302329063416,4,1,0,0,0,0,1,1,NA,1,2,1,1,5
"EDO",0.810603857040405,"NGA",27.0396709442139,77.0494003295898,25.7587108612061,1984.69323730469,0.620035767555237,1,1,1,0.0788085460662842,0,6,6,31,13.0491247177124,1.17080414295197,1.71047449111938,1.44048821926117,6,1,0,0,0,1,0,1,3.29714751243591,1,1,0,1,7
"EFIK",0.490845680236816,"NGA",25.64621925354,82.5015029907227,24.770149230957,2043.57458496094,0.670621454715729,1,1,0,0.0258754286915064,0,5,8,31,13.8940849304199,1.44858241081238,-0.235162243247032,-0.0569322481751442,5,1,0,0,1,0,0,1,4.76155805587769,0,1,3,1,5
"EGBA",0.73368513584137,"BEN",28.2295093536377,68.3361511230469,25.9401607513428,1772.65075683594,0.562603175640106,1,1,1,0.121720597147942,0,7,3,31,12.0728483200073,0.849856019020081,1.24067783355713,1.21914649009705,7,1,0,0,0,1,0,1,2.95643019676209,0,1,0,1,8
"EGYPTIANS",0.0992134809494019,"EGY",0.88783997297287,32.5104598999023,23.7844657897949,773.243896484375,0.436323761940002,0,1,1,0.161177098751068,1,25,33,14,9.85133457183838,0.119539618492126,0.0331618674099445,-0.254461169242859,25,1,1,1,1,1,0,0,5.05995941162109,0,0,1,3,6
"EKITI",0.718385457992554,"NGA",24.0136299133301,68.041862487793,25.9139995574951,1763.23681640625,0.561606347560883,1,1,0,0.0354786105453968,0,8,5,31,12.0557327270508,0.844229340553284,1.24032747745514,1.21059584617615,8,1,0,0,1,1,0,1,2.803879737854,0,0,2,1,7
"EKOI",0.525068163871765,"NGA",22.5812397003174,75.9213333129883,24.9863605499268,1896.99780273438,0.62718391418457,1,0,0,0.0994921252131462,0,6,8,31,13.169337272644,1.2103236913681,-0.307477205991745,-0.0218572784215212,6,1,0,0,1,0,NA,1,2.59056806564331,0,1,0,2,7
"EKONDA",0.383102595806122,"COD",20.2319793701172,67.0792999267578,26.0095291137695,1744.70104980469,0.553443014621735,1,0,1,0.352324783802032,0,-2,18,37,11.9153366088867,0.79807448387146,1.15357851982117,1.18994319438934,2,1,0,0,0,0,NA,1,1.05607545375824,0,0,4,1,5
"ESA",0.144111096858978,"ETH",12.0186595916748,39.9719505310059,26.4958095550537,1059.08923339844,0.407180726528168,1,1,0,0.29234978556633,0,10,43,41,9.32132720947266,-0.0546988174319267,-0.126813501119614,0.609328210353851,10,1,0,0,1,1,NA,0,1.01985609531403,0,0,0,9,1
"EWE",0.709664344787598,"TGO",18.2209796905518,78.1298217773438,25.6118507385254,2001.04931640625,0.630091845989227,1,1,1,0.0379985682666302,0,7,1,32,13.2181625366211,1.22637486457825,1.82159602642059,1.46086609363556,7,1,0,0,0,1,0,1,3.75067710876465,0,1,2,1,6
"FAJULU",0.63767945766449,"SDN",18.7017498016357,65.1657104492188,24.3663196563721,1587.84851074219,0.573474586009979,1,0,0,0.360064774751663,0,4,31,43,12.2591209411621,0.911092638969421,-0.113274991512299,-0.130262553691864,4,NA,0,0,1,0,1,1,1.76971113681793,0,1,1,2,6
"FALASHA",0.535961866378784,"ETH",3.07633399963379,60.6349411010742,18.6863193511963,1133.04382324219,0.148590862751007,1,0,0,0.211926996707916,0,12,37,22,4.16142129898071,-1.75100338459015,-0.0526145435869694,-1.87043011188507,12,0,1,1,1,NA,0,0,NA,0,0,0,3,7
"FALI",0.629612922668457,"CMR",16.5903797149658,44.8165397644043,27.6770095825195,1240.38781738281,0.375722706317902,1,0,0,0.0714533627033234,0,10,14,13,8.74061393737793,-0.245606675744057,-0.756061613559723,0.662170708179474,10,1,0,0,0,0,0,0,2.97100424766541,1,1,0,2,6
"FANG",0.635160207748413,"GAB",15.2031002044678,81.1463165283203,23.3468742370605,1894.51281738281,0.663855195045471,1,1,1,0.459946274757385,0,1,11,36,13.7818231582642,1.41167676448822,0.121320493519306,-0.363035768270493,1,0,0,0,0,0,1,1,1.4175409078598,1,1,2,1,5
"FANTI",0.762394666671753,"GHA",6.10077810287476,78.3631973266602,25.3789501190186,1988.77563476563,0.636058449745178,1,1,0,0.00349644804373384,0,6,-1,17,13.3182020187378,1.2592625617981,1.92515504360199,1.45014142990112,6,1,0,0,0,0,0,1,3.45817637443542,0,1,1,1,7
"FIPA",0.460027575492859,"TZA",2.97047400474548,57.344181060791,20.9520893096924,1201.48034667969,0.27274876832962,1,0,0,0.582917153835297,0,-8,31,46,6.76485109329224,-0.895133197307587,0.284593313932419,-1.24726128578186,8,1,0,0,1,1,1,0,0.0274397823959589,0,0,3,1,6
"FON",0.678258180618286,"BEN",23.8161296844482,68.3361511230469,25.9401607513428,1772.65075683594,0.562603175640106,1,1,1,0.0663678795099258,1,7,2,33,12.0728483200073,0.849856019020081,1.24067783355713,1.21914649009705,7,1,0,0,0,1,1,1,3.78000926971436,0,2,1,2,5
"FUNGOM",0.355373024940491,"CMR",13.2708902359009,74.7266006469727,23.4531803131104,1752.57641601563,0.627707481384277,1,0,0,0.0535753518342972,0,7,10,30,13.1781311035156,1.213214635849,0.101608045399189,-0.335415750741959,7,1,NA,NA,NA,NA,1,1,NA,0,1,0,1,8
"FUR",0.416546642780304,"SDN",13.9279899597168,36.2203254699707,25.428560256958,921.030700683594,0.425375163555145,1,0,0,0.896185994148254,0,12,24,17,9.65307521820068,0.0543624125421047,0.331830024719238,0.513531684875488,12,1,1,0,1,1,0,0,NA,0,0,1,3,6
"FUT",0.27923858165741,"CMR",2.81257295608521,74.7266006469727,23.4531803131104,1752.57641601563,0.627707481384277,1,0,0,0.0368750803172588,0,6,10,30,13.1781311035156,1.213214635849,0.101608045399189,-0.335415750741959,6,1,0,0,0,0,1,1,3.06403088569641,0,1,0,1,8
"FUTAJALON",0.407347977161407,"GIN",19.2913303375244,45.058349609375,28.1072807312012,1266.46765136719,0.354204177856445,1,0,1,0.363305687904358,0,11,-13,55,8.33778953552246,-0.378034055233002,-1.08758056163788,0.634905338287354,11,1,0,0,1,1,0,0,NA,0,0,0,5,5
"GA",0.58779501914978,"GHA",26.8181095123291,78.3631973266602,25.3789501190186,1988.77563476563,0.636058449745178,1,1,0,0.0494942404329777,0,6,0,32,13.3182020187378,1.2592625617981,1.92515504360199,1.45014142990112,6,1,0,0,0,0,0,1,NA,0,1,4,1,4
"GAGU",0.739604532718658,"CIV",22.6347904205322,78.3631973266602,25.3789501190186,1988.77563476563,0.636058449745178,1,0,0,0.0905171111226082,0,7,-6,33,13.3182020187378,1.2592625617981,1.92515504360199,1.45014142990112,7,0,0,0,0,0,1,1,1.6014803647995,1,3,0,1,5
"GALAB",0.201518595218658,"ETH",22.3790798187256,49.9036598205566,25.3809299468994,1266.60131835938,0.482104778289795,1,0,1,0.54911607503891,0,5,36,25,10.6699190139771,0.388646960258484,0.786536037921906,0.767933487892151,5,NA,0,0,1,0,NA,0,NA,0,1,1,5,3
"GANDA",0.551663279533386,"UGA",5.52209520339966,54.9087295532227,22.6753597259521,1245.0751953125,0.523408770561218,1,0,1,1.10505390167236,0,1,32,45,11.3951692581177,0.627070963382721,0.220976382493973,-0.557050824165344,1,1,1,0,1,1,1,1,3.11885666847229,0,1,1,1,7
"GBANDE",0.555215954780579,"LBR",16.3999404907227,68.1271362304688,25.8933696746826,1764.04113769531,0.562649846076965,1,0,0,0.0642605349421501,0,8,-10,33,12.0736494064331,0.850119411945343,1.25365519523621,1.21189117431641,8,1,0,0,1,0,1,1,1.42598915100098,0,1,1,1,7
"GBARI",0.605490922927856,"NGA",20.717399597168,58.09375,25.9398097991943,1506.94079589844,0.506807446479797,1,0,1,0.33144199848175,0,10,10,13,11.1050977706909,0.531710743904114,0.820299625396729,0.97153240442276,10,1,1,0,0,0,0,0,1.7614631652832,1,1,0,2,6
"GIBE",0.500840306282043,"ETH",0.054917000234127,66.3996429443359,20.12327003479,1336.17797851563,0.234239459037781,1,0,1,1.12760901451111,0,8,37,23,5.98929929733276,-1.15009367465973,0.217556238174438,-1.77296435832977,8,1,1,1,1,1,0,0,NA,0,1,0,3,6
"GIMMA",0.255758464336395,"SDN",26.7231407165527,41.2064590454102,29.0639591217041,1197.62280273438,0.281304359436035,1,0,1,0.289085209369659,0,13,32,54,6.93408489227295,-0.839498043060303,-2.16271567344666,0.456638962030411,13,1,1,0,1,NA,NA,0,NA,0,0,0,7,3
"GIRIAMA",0.657969355583191,"KEN",21.5750999450684,70.9663925170898,25.5221405029297,1811.21423339844,0.588126361370087,1,0,0,0.088090218603611,0,-3,40,31,12.5090551376343,0.993257820606232,1.54076683521271,1.26451110839844,3,1,0,0,1,1,1,1,3.22281837463379,0,1,0,2,7
"GISIGA",0.747950494289398,"CMR",16.30592918396,44.8165397644043,27.6770095825195,1240.38781738281,0.375722706317902,1,0,0,0.0779133513569832,0,10,14,13,8.74061393737793,-0.245606675744057,-0.756061613559723,0.662170708179474,10,NA,0,0,0,0,0,0,0.948373854160309,0,1,0,2,7
"GISU",0.516249418258667,"UGA",5.45101881027222,52.6641616821289,23.9378604888916,1260.66735839844,0.515547633171082,1,0,0,0.514131903648376,0,1,34,45,11.2580461502075,0.581992089748383,-0.00216768612153828,-0.219535395503044,1,1,0,0,1,0,1,0,NA,0,1,1,2,6
"GOGO",0.599063754081726,"TZA",5.26077604293823,65.7587127685547,20.6225395202637,1356.11169433594,0.258391261100769,1,0,1,0.838660836219788,0,-7,36,46,6.4784369468689,-0.98929101228714,0.265568733215332,-1.42673122882843,7,1,0,0,1,0,1,0,1.19308936595917,0,1,0,4,5
"GOLA",0.425859332084656,"LBR",19.5853404998779,68.1271362304688,25.8933696746826,1764.04113769531,0.562649846076965,1,0,1,0.0486682206392288,0,7,-11,13,12.0736494064331,0.850119411945343,1.25365519523621,1.21189117431641,7,1,0,0,0,0,NA,1,2.41946005821228,0,1,1,1,7
"GOROA",0.770408868789673,"TZA",2.34013891220093,67.7329406738281,19.3991508483887,1313.96154785156,0.194072604179382,1,0,0,0.3428975045681,0,-4,36,24,5.15251636505127,-1.42518365383148,0.106293864548206,-1.87043011188507,4,0,0,0,1,0,NA,0,1.55646347999573,0,0,0,5,5
"GUDE",0.506837129592896,"CMR",14.0235996246338,44.8165397644043,27.6770095825195,1240.38781738281,0.375722706317902,1,0,0,0.0778711438179016,0,10,13,13,8.74061393737793,-0.245606675744057,-0.756061613559723,0.662170708179474,10,0,1,0,0,0,0,0,2.46849822998047,0,0,0,2,8
"GURAGE",0.613785684108734,"ETH",0.124316997826099,77.7538375854492,15.00767993927,1166.90466308594,0,1,0,0,1.74378192424774,0,8,38,22,0,-3.11905908584595,-1.80419051647186,-1.87043011188507,8,NA,1,0,1,0,0,0,3.28848695755005,0,0,0,4,6
"GURE",0.843929588794708,"NGA",16.5280494689941,56.481819152832,25.5813999176025,1444.88403320313,0.508342862129211,1,0,0,0.122270599007607,0,10,8,13,11.132004737854,0.540556371212006,0.931002736091614,0.919960558414459,10,1,0,0,0,0,NA,0,0.577638924121857,1,2,0,2,6
"GURMA",0.728142499923706,"BFA",30.317850112915,44.0302505493164,28.2890892028809,1245.57568359375,0.339782536029816,1,0,1,0.233101189136505,0,12,2,12,8.06508255004883,-0.467685729265213,-1.28187966346741,0.598641574382782,12,1,0,0,1,1,0,0,1.18246424198151,0,1,1,2,6
"GURO",0.672094583511353,"CIV",22.3142795562744,78.3631973266602,25.3789501190186,1988.77563476563,0.636058449745178,1,0,1,0.0638843029737473,0,7,-6,33,13.3182020187378,1.2592625617981,1.92515504360199,1.45014142990112,7,1,0,0,1,0,1,1,1.80681133270264,1,2,1,1,5
"GUSII",0.275472700595856,"KEN",3.9719500541687,54.1264495849609,21.3322505950928,1154.63903808594,0.287746489048004,1,0,0,0.477634191513062,0,-1,35,45,7.0608344078064,-0.797829508781433,0.294097721576691,-1.06479716300964,1,NA,0,0,1,0,NA,0,3.32664155960083,0,0,0,3,7
"HA",0.75016725063324,"TZA",5.65795183181763,59.3861808776855,21.6347999572754,1284.80810546875,0.298484265804291,1,0,1,0.999887228012085,0,-5,30,45,7.27084922790527,-0.7287877202034,0.292156428098679,-0.93387508392334,5,1,1,0,1,1,1,0,1.72260296344757,0,0,1,4,5
"HABBANIA",0.608590245246887,"SDN",23.2116794586182,40.6114540100098,26.6862907409668,1083.76904296875,0.402531027793884,1,0,0,0.379005998373032,0,11,25,54,9.23607540130615,-0.0827251076698303,-0.222202554345131,0.61983048915863,11,1,0,0,1,NA,NA,0,NA,1,1,1,5,2
"HADENDOWA",0.102323770523071,"SDN",6.67830514907837,37.9086303710938,27.6338157653809,1047.56005859375,0.350865840911865,1,1,1,0.279697895050049,0,18,36,40,8.27486419677734,-0.398720592260361,-0.962347388267517,0.53946179151535,18,NA,NA,NA,NA,NA,NA,0,-0.354224354028702,1,1,0,6,2
"HADIMU",0.798212110996246,"TZA",22.5456295013428,72.3135528564453,25.7697105407715,1863.49926757813,0.590492248535156,1,1,0,0.000192496998351999,0,-6,40,39,12.549295425415,1.00648665428162,1.49229693412781,1.31408739089966,6,1,0,0,1,1,0,1,4.14034748077393,0,0,2,2,6
