name,SI,isocode,malaria_index,meanrh,meantemp,itx,r,prop_tropics,coast,river,meanalt,city1800,lat,lon,province,N,tse,perturb_TSI1,perturb_TSI2,abslat,slavery_indigenous,intensive,plow,animals,central,female_ag,optimum,ln_popd_murdock,gathering,hunting,fishing,husbandry,agriculture
"HAMAMA",0.251434445381165,"TUN",0.0797960013151169,46.6111602783203,20.9332103729248,975.721252441406,0.271960318088531,0,1,0,0.480001300573349,0,30,9,52,6.74920177459717,-0.900277853012085,0.283774673938751,-1.25693762302399,30,NA,1,1,0,1,NA,0,1.27954041957855,0,0,0,7,3
"HAMMAR",0.410279512405396,"ETH",0.641290009021759,69.3915176391602,18.5061092376709,1284.1669921875,0.136159300804138,1,0,1,0.887731611728668,0,5,36,23,3.88048338890076,-1.8433610200882,-0.100778348743916,-1.87043011188507,5,NA,0,0,1,0,NA,0,NA,0,1,0,5,4
"HAMYAN",0.168778538703918,"DZA",0.0251889992505312,42.6562004089355,18.4582691192627,787.359619140625,0.132795810699463,0,0,0,0.7589470744133,0,35,2,52,3.80360579490662,-1.86863422393799,-0.114117525517941,-1.87043011188507,35,1,1,1,0,1,NA,0,2.21338176727295,0,0,0,7,3
"HASANIA",0.0949215888977051,"SDN",25.8847503662109,33.9545516967773,29.3738708496094,997.376586914063,0.236144959926605,1,0,1,0.329665392637253,0,14,32,54,6.02824544906616,-1.13729023933411,-2.93871927261353,0.295369029045105,14,1,0,0,1,NA,0,0,NA,0,0,0,5,5
"HATSA",0.516549587249756,"TZA",4.15850210189819,52.0093307495117,22.1490898132324,1151.95935058594,0.504269123077393,1,0,0,0.590967535972595,0,-3,35,10,11.0605792999268,0.517075419425964,0.269506633281708,-0.734811663627625,3,0,0,0,0,0,1,1,-2.05527329444885,6,4,0,0,0
"HAYA",0.464803278446198,"TZA",2.55354690551758,48.2214508056641,23.2799396514893,1122.59240722656,0.49761974811554,1,0,1,0.145248904824257,0,-1,32,45,10.9437475204468,0.478667318820953,0.133175507187843,-0.380846083164215,1,1,1,0,1,1,1,0,3.06584668159485,0,0,2,3,5
"HEHE",0.556348145008087,"TZA",2.42695999145508,63.7654800415039,21.2159309387207,1352.84399414063,0.283335566520691,1,0,1,0.912231385707855,0,-8,35,46,6.97411108016968,-0.826339542865753,0.292602688074112,-1.1183043718338,8,1,1,0,1,1,1,0,1.08901190757751,0,1,0,3,6
"HEMAT",0.519192337989807,"TCD",21.9126205444336,41.2715110778809,28.4888496398926,1175.77783203125,0.317264378070831,1,0,0,0.188738599419594,0,11,20,54,7.63457822799683,-0.609212815761566,-1.56739604473114,0.527473986148834,11,1,0,0,1,0,NA,0,NA,0,0,0,5,5
"HERERO",0.162361145019531,"NAM",0.0856000036001205,35.4759101867676,22.310453414917,791.483642578125,0.441820621490479,1,1,1,0.937574207782745,0,-21,16,48,9.95049667358398,0.152138873934746,0.257363200187683,-0.677708148956299,21,1,0,0,1,0,1,0,-2.37478399276733,1,3,0,6,0
"HILLSUK",0.342806875705719,"KEN",7.82279920578003,53.922550201416,23.360559463501,1259.66088867188,0.522597908973694,1,0,0,0.555443108081818,0,1,36,43,11.3810443878174,0.622427403926849,0.118844240903854,-0.359434545040131,1,0,1,0,1,0,1,1,NA,0,1,0,3,6
"HONA",0.529761910438538,"NGA",19.3603992462158,47.3174095153809,26.9206295013428,1273.814453125,0.420960068702698,1,0,0,0.228788495063782,0,10,13,13,9.57283782958984,0.0279845949262381,-0.14030459523201,0.743906140327454,10,1,1,0,1,0,NA,0,1.28409898281097,0,0,0,3,7
"HUNDE",0.333219826221466,"COD",3.11305594444275,79.4010925292969,21.7681903839111,1728.41809082031,0.302881181240082,1,0,0,1.01839601993561,0,-2,28,45,7.35640811920166,-0.700660467147827,0.288624674081802,-0.879582941532135,2,1,1,0,1,1,0,0,NA,0,1,1,3,5
"IBIBIO",0.490845680236816,"NGA",25.64621925354,82.5015029907227,24.770149230957,2043.57458496094,0.670621454715729,1,1,0,0.0258754286915064,0,5,8,31,13.8940849304199,1.44858241081238,-0.235162243247032,-0.0569322481751442,5,1,0,0,1,0,1,1,4.76155805587769,0,1,2,1,6
"IBO",0.674241185188293,"NGA",24.9331703186035,75.9213333129883,24.9863605499268,1896.99780273438,0.62718391418457,1,0,1,0.130637213587761,0,6,7,31,13.169337272644,1.2103236913681,-0.307477205991745,-0.0218572784215212,6,1,0,0,1,0,1,1,4.70574951171875,0,0,0,1,9
"IDOMA",0.765894412994385,"NGA",26.8053894042969,65.3932418823242,25.5548000335693,1671.11120605469,0.555626571178436,1,0,1,0.121818602085114,0,7,8,31,11.9529304504395,0.810433387756348,1.29275727272034,1.12673044204712,7,1,0,0,0,0,NA,1,3.42479491233826,0,1,1,1,7
"IFE",0.714515924453735,"NGA",24.493480682373,68.6024932861328,25.9967594146729,1783.44250488281,0.562600016593933,1,0,0,0.136664003133774,1,7,5,31,12.0727939605713,0.849838137626648,1.22536396980286,1.22815191745758,7,1,0,0,0,1,NA,1,3.44668292999268,0,0,0,1,9
"IFORA",0.0919539928436279,"DZA",0,21.1496143341064,28.378059387207,600.184997558594,0.264699399471283,1,0,0,0.554972231388092,0,20,2,15,6.60465812683105,-0.947796165943146,-2.07008004188538,0.258848130702972,20,1,1,0,1,1,NA,0,-2.89560961723328,2,1,0,5,2
"IGALA",0.740003943443298,"NGA",26.2099895477295,65.3932418823242,25.5548000335693,1671.11120605469,0.555626571178436,1,0,0,0.0162557698786259,0,7,7,31,11.9529304504395,0.810433387756348,1.29275727272034,1.12673044204712,7,1,0,0,1,1,NA,1,3.00540232658386,0,1,1,1,7
"IGBIRA",0.55747127532959,"NGA",25.3248291015625,68.041862487793,25.9139995574951,1763.23681640625,0.561606347560883,1,0,1,0.0747841000556946,0,8,7,31,12.0557327270508,0.844229340553284,1.24032747745514,1.21059584617615,8,1,0,0,1,0,1,1,3.64270091056824,1,1,2,1,5
"IJAW",0.395432651042938,"NGA",7.75415992736816,81.0051803588867,25.6154003143311,2074.98022460938,0.648607015609741,1,1,1,0.116798602044582,0,2,6,31,13.5279912948608,1.32823026180267,1.95353472232819,1.54097473621368,2,1,0,0,1,1,NA,1,2.3762834072113,0,0,4,1,5
"ILA",0.796338319778442,"ZMB",6.70987606048584,51.099250793457,22.6181793212891,1155.77197265625,0.506214141845703,1,0,1,0.901197791099548,0,-16,27,47,11.0946960449219,0.52829122543335,0.227498605847359,-0.575212001800537,16,1,0,0,1,0,1,1,0.31589087843895,1,0,0,3,6
"INGASSANA",0.782017409801483,"SDN",28.474630355835,41.8032608032227,29.068380355835,1215.15307617188,0.283283710479736,1,0,0,0.0798914879560471,0,11,34,21,6.97309017181396,-0.826675176620483,-2.14217209815979,0.466720342636108,11,NA,1,0,1,0,NA,0,0.494611352682114,0,1,0,3,6
"IRAQW",0.534720301628113,"TZA",1.13584196567535,67.7329406738281,19.3991508483887,1313.96154785156,0.194072604179382,1,0,0,0.847816526889801,0,-4,35,24,5.15251636505127,-1.42518365383148,0.106293864548206,-1.87043011188507,4,NA,1,0,1,0,0,0,2.2848424911499,0,0,0,5,5
"ISALA",0.757597923278809,"GHA",26.0717391967773,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,0,0.0497800298035145,0,10,-2,12,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,10,1,0,0,1,0,NA,0,3.08045148849487,0,1,1,2,5
"ISOKO",0.756773412227631,"NGA",20.1985301971436,77.0494003295898,25.7587108612061,1984.69323730469,0.620035767555237,1,0,1,0.00252102292142808,0,5,6,31,13.0491247177124,1.17080414295197,1.71047449111938,1.44048821926117,5,1,0,0,0,0,1,1,4.49759292602539,1,0,3,1,5
"ITSEKIRI",0.469534397125244,"NGA",7.17530202865601,77.0494003295898,25.7587108612061,1984.69323730469,0.620035767555237,1,1,0,0.00480963196605444,0,6,5,31,13.0491247177124,1.17080414295197,1.71047449111938,1.44048821926117,6,1,0,0,0,0,NA,1,1.98454678058624,1,1,5,1,2
"IWA",0.750000059604645,"ZMB",2.33370304107666,59.663631439209,20.2542190551758,1208.44030761719,0.240853726863861,1,0,0,0.344517916440964,0,-10,32,41,6.12421846389771,-1.10573935508728,0.232396394014359,-1.66632294654846,10,1,0,0,0,1,0,0,NA,0,1,0,1,8
"JANJERO",0.439716279506683,"ETH",0.0980269983410835,77.7538375854492,15.00767993927,1166.90466308594,0,1,0,1,0.336016684770584,0,8,38,23,0,-3.11905908584595,-1.80419051647186,-1.87043011188507,8,1,1,1,1,1,0,0,NA,0,0,0,2,8
"JEBALA",0.372126519680023,"MAR",0.0804739966988564,42.9076309204102,18.2569599151611,783.362915039063,0.118351519107819,0,1,1,0.269477188587189,0,35,-5,52,3.46886229515076,-1.97868025302887,-0.172822251915932,-1.87043011188507,35,1,1,1,1,1,NA,0,3.57699775695801,0,0,0,3,7
"JIBU",0.535467267036438,"NGA",19.9541606903076,57.8483009338379,24.5538196563721,1420.39672851563,0.534256458282471,1,0,0,0.086038276553154,0,8,11,13,11.5837135314941,0.689054369926453,-0.167761102318764,-0.0949342101812363,8,NA,NA,NA,NA,NA,NA,1,0.0868393033742905,0,0,1,2,7
"JIE",0.483819186687469,"UGA",8.88070678710938,48.360279083252,26.9329605102539,1302.48547363281,0.425078392028809,1,0,0,0.880331099033356,0,3,34,43,9.64768695831299,0.0525910370051861,-0.110159665346146,0.764791548252106,3,0,0,0,1,0,1,0,1.3046110868454,0,0,0,4,6
"JIMMA",0.439716279506683,"ETH",0.0980269983410835,77.7538375854492,15.00767993927,1166.90466308594,0,1,0,1,0.336016684770584,0,8,37,23,0,-3.11905908584595,-1.80419051647186,-1.87043011188507,8,1,1,1,1,1,0,0,NA,0,0,0,3,7
"JUKUN",0.822541475296021,"NGA",25.4940700531006,61.6279602050781,24.9140796661377,1535.40393066406,0.54809582233429,1,0,1,0.0644944533705711,0,8,10,13,11.8231496810913,0.767768323421478,-0.282744288444519,-0.0332627110183239,8,1,0,0,0,0,0,1,0.279337048530579,0,1,1,2,6
"JUR",0.698074698448181,"SDN",27.7667102813721,45.0939407348633,28.2032604217529,1271.79614257813,0.349039137363434,1,0,0,0.116477094590664,0,8,28,43,8.24038124084473,-0.41005676984787,-1.16687595844269,0.627122938632965,8,1,0,0,1,0,1,0,0.890254557132721,0,1,1,2,6
"KABABISH",0.0919539928436279,"SDN",0.224889993667603,24.4912796020508,27.4563884735107,672.442077636719,0.317939579486847,1,0,0,0.455010503530502,0,17,31,54,7.64757347106934,-0.60494065284729,-1.20373678207397,0.353678524494171,17,1,0,0,1,1,NA,0,NA,0,1,0,8,1
"KABRE",0.671706557273865,"TGO",22.7477207183838,54.7069892883301,27.0294799804688,1478.70141601563,0.451030552387238,1,0,0,0.00899774022400379,0,10,2,12,10.1160917282104,0.20657779276371,0.0724966898560524,0.898555278778076,10,1,1,0,1,0,1,0,3.5644474029541,0,1,1,2,6
"KABYLE",0.32510107755661,"DZA",0.0111490003764629,56.2013092041016,18.2228298187256,1024.14685058594,0.115856051445007,0,1,0,0.368317693471909,0,36,4,15,3.41022443771362,-1.99795722961426,-0.18319071829319,-1.87043011188507,36,1,1,1,1,1,0,0,4.61528730392456,0,0,0,3,7
"KADARA",0.645069360733032,"NGA",16.3787994384766,56.481819152832,25.5813999176025,1444.88403320313,0.508342862129211,1,0,0,0.204153791069984,0,10,8,13,11.132004737854,0.540556371212006,0.931002736091614,0.919960558414459,10,1,1,0,0,0,0,0,1.52988731861115,0,1,0,2,7
"KAFA",0.396818816661835,"ETH",2.198077917099,66.3996429443359,20.12327003479,1336.17797851563,0.234239459037781,1,0,0,1.36593294143677,1,7,36,23,5.98929929733276,-1.15009367465973,0.217556238174438,-1.77296435832977,7,1,1,1,1,1,NA,0,3.6120183467865,1,1,0,2,6
"KAGORO",0.736873149871826,"NGA",14.2116203308105,56.481819152832,25.5813999176025,1444.88403320313,0.508342862129211,1,0,0,0.159671500325203,0,10,8,13,11.132004737854,0.540556371212006,0.931002736091614,0.919960558414459,10,1,1,0,0,0,0,0,1.51376616954803,0,1,0,2,7
"KAGURU",0.522835075855255,"TZA",5.07219123840332,65.7587127685547,20.6225395202637,1356.11169433594,0.258391261100769,1,0,1,0.545549511909485,0,-6,37,46,6.4784369468689,-0.98929101228714,0.265568733215332,-1.42673122882843,6,1,0,0,1,0,0,0,NA,0,1,1,2,6
"KAKWA",0.837714910507202,"SDN",22.4334602355957,56.0318984985352,25.8076000213623,1446.048828125,0.500188410282135,1,0,1,0.0890020653605461,0,4,31,13,10.9889163970947,0.493516445159912,0.806392729282379,0.920215308666229,4,NA,0,0,1,0,NA,0,2.15750026702881,0,0,0,2,8
"KAMBA",0.354382693767548,"KEN",11.9258499145508,70.8754425048828,20.4295597076416,1447.9541015625,0.249398827552795,1,0,1,0.789492189884186,0,-2,38,38,6.29743242263794,-1.04879570007324,0.249761581420898,-1.54509961605072,2,1,1,0,1,0,1,0,2.58367395401001,0,1,0,3,6
"KAMUKU",0.646871030330658,"NGA",21.7113704681396,58.09375,25.9398097991943,1506.94079589844,0.506807446479797,1,0,1,0.210248500108719,0,11,6,13,11.1050977706909,0.531710743904114,0.820299625396729,0.97153240442276,11,1,1,0,0,NA,NA,0,0.889459788799286,0,0,1,2,7
"KANAWA",0.602447271347046,"NGA",17.3737297058105,43.2612457275391,27.207202911377,1177.01745605469,0.391468524932861,1,0,1,0.399846494197845,1,12,9,17,9.03244781494141,-0.149667114019394,-0.473482102155685,0.656131327152252,12,1,0,0,1,1,0,0,3.61149859428406,1,0,0,2,7
"KANEMBU",0.0912682414054871,"TCD",17.0915298461914,30.4444599151611,28.8641300201416,878.752868652344,0.258866429328918,1,0,1,0.219688206911087,0,14,14,17,6.48796606063843,-0.98615837097168,-2.34018063545227,0.315588355064392,14,1,1,0,1,0,0,0,1.0190064907074,0,0,1,3,6
"KANURI",0.386640012264252,"NGA",19.7395401000977,38.1187133789063,28.5640659332275,1088.82543945313,0.30118727684021,1,0,1,0.219656199216843,0,12,13,17,7.32347631454468,-0.71148669719696,-1.75559341907501,0.464821934700012,12,1,1,0,1,1,0,0,3.02505731582642,1,0,1,2,6
"KAONDE",0.541207015514374,"ZMB",5.78279685974121,57.666145324707,20.9699249267578,1209.25476074219,0.273489892482758,1,0,1,0.806343972682953,0,-13,26,38,6.7795524597168,-0.890300154685974,0.285336881875992,-1.23817873001099,13,1,0,0,0,0,NA,0,-0.785667240619659,0,3,2,0,5
"KAPSIKI",0.43247127532959,"CMR",15.968469619751,44.8165397644043,27.6770095825195,1240.38781738281,0.375722706317902,1,0,0,0.0224303305149078,0,11,14,13,8.74061393737793,-0.245606675744057,-0.756061613559723,0.662170708179474,11,1,1,0,0,0,0,0,2.12881088256836,0,0,0,2,8
"KARA",0.517600536346436,"TZA",7.49254894256592,54.1264495849609,21.3322505950928,1154.63903808594,0.287746489048004,1,0,0,0.0118136303499341,0,-2,33,45,7.0608344078064,-0.797829508781433,0.294097721576691,-1.06479716300964,2,0,1,0,1,0,NA,0,3.18959307670593,0,0,2,3,5
"KARAMOJON",0.534235060214996,"UGA",10.180760383606,52.6641616821289,23.9378604888916,1260.66735839844,0.515547633171082,1,0,0,1.0814460515976,0,2,34,43,11.2580461502075,0.581992089748383,-0.00216768612153828,-0.219535395503044,2,NA,NA,NA,NA,NA,NA,0,1.38230550289154,0,0,0,6,4
"KAREKARE",0.55042827129364,"NGA",18.4199104309082,38.6434097290039,28.3798694610596,1096.69494628906,0.313818395137787,1,0,0,0.135751694440842,0,12,11,17,7.56816720962524,-0.63104522228241,-1.5623859167099,0.492779016494751,12,1,0,0,1,0,NA,0,2.55747675895691,1,1,0,1,7
"KASENA",0.647346973419189,"GHA",27.5910091400146,45.058349609375,28.1072807312012,1266.46765136719,0.354204177856445,1,0,0,0.148212909698486,0,11,-1,12,8.33778953552246,-0.378034055233002,-1.08758056163788,0.634905338287354,11,1,0,0,1,0,0,0,2.09128260612488,1,1,0,2,6
"KASONKE",0.651830792427063,"MLI",34.4912185668945,36.6020393371582,29.0277309417725,1062.47412109375,0.26731550693512,1,0,1,0.178414404392242,0,13,-11,11,6.65682744979858,-0.930645644664764,-2.31001257896423,0.384212732315063,13,1,0,0,1,1,NA,0,1.14917302131653,1,0,1,3,5
"KATAB",0.736873149871826,"NGA",14.2116203308105,56.481819152832,25.5813999176025,1444.88403320313,0.508342862129211,1,0,0,0.159671500325203,0,10,8,13,11.132004737854,0.540556371212006,0.931002736091614,0.919960558414459,10,1,1,0,0,0,0,0,3.0398223400116,2,1,1,1,5
"KELA",0.512362837791443,"COD",17.2861194610596,72.2480697631836,25.2402591705322,1823.56005859375,0.601217269897461,1,0,1,0.47343909740448,0,-3,23,37,12.7313117980957,1.06632399559021,1.71048319339752,1.27701318264008,3,1,0,0,0,0,NA,1,1.27124643325806,0,4,0,1,5
"KENTU",0.625431180000305,"NGA",23.0700798034668,61.6279602050781,24.9140796661377,1535.40393066406,0.54809582233429,1,0,0,0.0556742288172245,0,7,10,13,11.8231496810913,0.767768323421478,-0.282744288444519,-0.0332627110183239,7,1,NA,NA,NA,NA,NA,1,0.662197113037109,0,1,0,2,7
"KEREWE",0.517600536346436,"TZA",7.49254894256592,54.1264495849609,21.3322505950928,1154.63903808594,0.287746489048004,1,0,0,0.0118136303499341,0,-3,33,45,7.0608344078064,-0.797829508781433,0.294097721576691,-1.06479716300964,3,1,1,0,1,1,NA,0,3.88274025917053,0,0,3,3,4
"KEYU",0.43247127532959,"KEN",0.200589001178741,65.7626571655273,19.264139175415,1266.86096191406,0.185910701751709,1,0,0,1.24076402187347,0,0,36,43,4.9784197807312,-1.48241746425629,0.0800100043416023,-1.87043011188507,0,0,1,0,1,0,1,0,3.45456409454346,1,1,0,4,4
"KIKUYU",0.378943085670471,"KEN",1.16291499137878,62.4168586730957,21.9045906066895,1367.21569824219,0.307163894176483,1,0,1,0.322531580924988,0,-1,37,44,7.43950653076172,-0.673342108726501,0.283317565917969,-0.826053857803345,1,0,1,0,1,0,1,0,4.05822610855103,0,0,0,3,7
"KIPSIGIS",0.176632940769196,"KEN",0.352549999952316,65.7626571655273,19.264139175415,1266.86096191406,0.185910701751709,1,0,0,0.76834362745285,0,-1,36,43,4.9784197807312,-1.48241746425629,0.0800100043416023,-1.87043011188507,1,0,1,0,1,1,0,0,3.3289852142334,0,1,0,4,5
"KISAMA",0.64803683757782,"AGO",9.99021625518799,67.1674880981445,22.836389541626,1533.86291503906,0.583292424678802,1,1,1,0.0657646209001541,0,-10,14,38,12.4267358779907,0.966195583343506,0.200961291790009,-0.507336616516113,10,1,0,0,0,0,NA,1,-0.00545151950791478,1,2,0,1,6
"KISSI",0.554708361625671,"GIN",18.2456398010254,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,0,0.367336213588715,0,9,-10,33,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,9,1,0,0,1,0,0,0,3.02067875862122,0,0,0,1,8
"KOALIB",0.648951351642609,"SDN",26.9328498840332,41.6980590820313,27.2657108306885,1136.92724609375,0.382565975189209,1,0,0,0.361528605222702,0,12,31,20,8.86774253845215,-0.203813508152962,-0.567528009414673,0.62477833032608,12,1,1,0,1,0,NA,0,NA,0,0,0,2,8
"KOKO",0.628580689430237,"CMR",21.3474807739258,83.9585113525391,23.1918296813965,1947.15148925781,0.679171442985535,1,0,1,0.135953605175018,0,4,11,35,14.0356178283691,1.49511098861694,0.148128852248192,-0.404791563749313,4,1,NA,NA,NA,NA,NA,0,2.40502262115479,0,2,1,1,6
"KOM",0.284913778305054,"CMR",6.56352806091309,74.7266006469727,23.4531803131104,1752.57641601563,0.627707481384277,1,0,0,0.13141630589962,0,6,10,30,13.1781311035156,1.213214635849,0.101608045399189,-0.335415750741959,6,1,NA,NA,NA,NA,NA,1,2.83496522903442,0,1,0,1,8
"KOMA",0.552353739738464,"ETH",17.2717609405518,49.1826591491699,27.3104991912842,1343.20300292969,0.412362039089203,1,0,0,0.738148331642151,0,9,35,21,9.41609668731689,-0.0235436167567968,-0.329006284475327,0.769306540489197,9,1,0,0,0,0,0,0,-0.6350417137146,0,1,2,1,6
"KONGO",0.635619044303894,"AGO",8.8500919342041,64.1589508056641,23.7802467346191,1525.71569824219,0.571526110172272,1,1,1,0.58214944601059,0,-7,15,38,12.2257881164551,0.900134563446045,0.0341008082032204,-0.255444407463074,7,1,0,0,0,0,1,1,2.98270416259766,1,1,1,1,6
"KONJO",0.260507643222809,"COD",3.98078203201294,68.2054595947266,21.3737697601318,1457.80773925781,0.289282917976379,1,0,1,0.182463809847832,0,-1,30,45,7.09097909927368,-0.787919521331787,0.294330418109894,-1.04614675045013,1,NA,0,0,0,0,0,0,1.24811327457428,0,1,3,1,5
"KONKOMBA",0.594622373580933,"TGO",27.0674991607666,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,1,0.0412531085312366,0,10,0,12,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,10,1,0,0,1,0,0,0,2.13338303565979,1,1,1,1,6
"KONSO",0.439760565757751,"ETH",1.79634404182434,69.3915176391602,18.5061092376709,1284.1669921875,0.136159300804138,1,0,0,0.429715782403946,0,6,37,25,3.88048338890076,-1.8433610200882,-0.100778348743916,-1.87043011188507,6,0,1,1,1,0,0,0,NA,0,0,0,2,8
"KORANKO",0.49344539642334,"GIN",18.2974700927734,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,1,0.193326205015183,0,9,-11,11,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,9,1,0,0,1,0,NA,0,1.80294740200043,0,1,0,3,6
"KORO",0.613048672676086,"NGA",20.9789695739746,56.481819152832,25.5813999176025,1444.88403320313,0.508342862129211,1,0,0,0.0337423384189606,0,18,8,13,11.132004737854,0.540556371212006,0.931002736091614,0.919960558414459,18,1,NA,NA,NA,NA,NA,0,1.66431784629822,0,1,0,2,7
"KORONGO",0.633511185646057,"SDN",28.2352600097656,45.2271308898926,28.3929290771484,1284.13073730469,0.338788151741028,1,0,0,0.151626095175743,0,10,30,20,8.0461950302124,-0.473894953727722,-1.32669055461884,0.611522078514099,10,NA,0,0,1,0,0,0,NA,0,1,0,3,6
"KOTA",0.654791474342346,"COG",15.8465700149536,77.5427398681641,23.7385101318359,1840.74914550781,0.644518136978149,1,0,1,0.39987701177597,0,1,14,36,13.4597225189209,1.30578708648682,0.0432954467833042,-0.265236169099808,1,1,0,0,0,0,1,1,NA,1,2,0,1,6
"KOTOKO",0.796745598316193,"TCD",19.8864707946777,37.7581214904785,28.7157402038574,1084.25244140625,0.290791511535645,1,0,1,0.0265232510864735,0,12,15,17,7.1205472946167,-0.778199017047882,-1.92074716091156,0.441762953996658,12,1,1,0,1,1,0,0,2.60605359077454,0,0,4,2,4
"KPE",0.331303119659424,"CMR",6.73967885971069,83.9585113525391,23.1918296813965,1947.15148925781,0.679171442985535,1,1,0,0.201741904020309,0,4,9,35,14.0356178283691,1.49511098861694,0.148128852248192,-0.404791563749313,4,1,0,0,1,0,1,0,2.5425238609314,0,1,1,3,5
"KPELLE",0.547911822795868,"GIN",16.9604301452637,68.1271362304688,25.8933696746826,1764.04113769531,0.562649846076965,1,0,1,0.327583491802216,0,7,-9,33,12.0736494064331,0.850119411945343,1.25365519523621,1.21189117431641,7,1,0,0,1,0,1,1,2.81134676933289,1,1,1,1,6
"KRAN",0.52157860994339,"LBR",18.432279586792,78.3631973266602,25.3789501190186,1988.77563476563,0.636058449745178,1,0,1,0.120264500379562,0,6,-8,33,13.3182020187378,1.2592625617981,1.92515504360199,1.45014142990112,6,1,0,0,1,0,NA,1,0.458138167858124,0,1,1,1,7
"KRU",0.502604961395264,"LBR",15.6280498504639,78.3631973266602,25.3789501190186,1988.77563476563,0.636058449745178,1,1,0,0.0294134002178907,0,5,-9,33,13.3182020187378,1.2592625617981,1.92515504360199,1.45014142990112,5,1,0,0,1,0,NA,1,4.56069374084473,0,0,3,1,6
"KUBA",0.508347451686859,"COD",17.0088500976563,66.2586135864258,25.5101699829102,1690.2685546875,0.561442315578461,1,0,1,0.36045229434967,0,-5,22,38,12.0529155731201,0.843303203582764,1.34781014919281,1.14528155326843,5,1,0,0,0,1,1,1,0.876932442188263,0,1,2,1,6
"KUKU",0.649467587471008,"SDN",15.1207799911499,56.0318984985352,25.8076000213623,1446.048828125,0.500188410282135,1,0,1,0.0197075009346008,0,4,32,43,10.9889163970947,0.493516445159912,0.806392729282379,0.920215308666229,4,1,1,0,1,0,0,0,2.33084201812744,0,1,0,3,6
"KUKURUKU",0.70856636762619,"NGA",25.6504096984863,68.041862487793,25.9139995574951,1763.23681640625,0.561606347560883,1,0,1,0.117355100810528,0,7,6,31,12.0557327270508,0.844229340553284,1.24032747745514,1.21059584617615,7,1,0,0,1,0,NA,1,3.44320011138916,0,1,1,1,7
"KULANGO",0.643673062324524,"CIV",23.6910305023193,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,1,0.236623898148537,0,7,-3,12,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,7,1,0,0,0,0,NA,0,0.246754005551338,1,1,0,2,6
"KUMU",0.681298613548279,"COD",14.5089797973633,78.0239181518555,23.0448799133301,1798.05187988281,0.643332719802856,1,0,1,0.502872407436371,0,-1,27,36,13.4399147033691,1.29927527904511,0.171421840786934,-0.446015000343323,1,0,0,0,0,0,NA,1,-1.0703581571579,0,4,0,1,5
"KUNAMA",0.261390149593353,"ERI",11.9921703338623,47.6163711547852,27.069730758667,1288.96240234375,0.416003704071045,1,0,0,0.46575939655304,0,15,37,21,9.48256301879883,-0.00169299589470029,-0.225900247693062,0.745994091033936,15,1,0,1,1,0,0,0,NA,1,1,0,2,6
"KUNDA",0.559430956840515,"MOZ",12.4703998565674,56.9047813415527,22.4895401000977,1279.76232910156,0.530395746231079,1,0,1,0.548020303249359,0,-15,32,38,11.5166988372803,0.667023420333862,0.241055876016617,-0.617067277431488,15,NA,0,0,0,1,NA,1,0.416573852300644,1,1,1,0,6
"KUNDU",0.407394409179688,"CMR",15.397439956665,83.9585113525391,23.1918296813965,1947.15148925781,0.679171442985535,1,1,0,0.0817399248480797,0,10,9,35,14.0356178283691,1.49511098861694,0.148128852248192,-0.404791563749313,10,1,0,0,1,0,NA,0,1.92486464977264,0,1,1,2,6
"KUNG",0.280882596969604,"NAM",5.22122097015381,38.9123458862305,22.0579242706299,858.325561523438,0.450861752033234,1,0,0,1.12209701538086,0,-20,21,9,10.1130628585815,0.205582052469254,0.27530226111412,-0.768149971961975,20,0,0,0,0,0,1,0,-3.20626735687256,8,2,0,0,0
"KUNTA",0.0919539928436279,"MLI",0,20.8928108215332,28.592924118042,597.386535644531,0.252415955066681,1,0,0,0.248576402664185,0,19,-1,52,6.35830593109131,-1.02878379821777,-2.29947710037231,0.237209334969521,19,1,1,0,1,0,NA,0,NA,2,0,0,6,2
"KURAMA",0.843929588794708,"NGA",16.5280494689941,56.481819152832,25.5813999176025,1444.88403320313,0.508342862129211,1,0,0,0.122270599007607,0,10,9,13,11.132004737854,0.540556371212006,0.931002736091614,0.919960558414459,10,1,0,NA,NA,0,NA,0,2.00475525856018,1,1,0,2,6
"KUSASI",0.68601667881012,"GHA",28.2821598052979,54.9037094116211,27.0586891174316,1485.62243652344,0.450776159763336,1,0,1,0.0762322470545769,0,11,0,12,10.1115264892578,0.205076977610588,0.0618771389126778,0.902191996574402,11,NA,1,0,1,0,0,0,2.54461216926575,0,0,0,3,7
